Construction,Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,南,太平商圈,8,红河六街区,102101532329,2室1厅,29.8,道外,简装,51.0,是,否,8
板楼,南,玛克威,7,北十九道街,102103363351,2室0厅,20,道外,简装,42.0,否,否,7
板楼,东西,承德广场,7,南和街,102103790584,2室1厅,34.5,道外,简装,50.0,否,否,7
板楼,北,承德广场,8,大水晶街,102101696909,1室1厅,22,道外,简装,32.0,否,否,8
板楼,东,南十四道街商圈,9,太古小区,102103162811,2室1厅,25.7,道外,简装,38.0,否,否,9
板楼,东,靖宇公园,8,皇家花园,102101695827,2室1厅,43,道外,精装,50.0,否,否,8
板楼,东,玛克威,8,北十八道街,102102114917,2室1厅,17.8,道外,简装,42.0,否,否,8
板楼,东西,哈东站商圈,32,北树嘉园,102103784391,2室1厅,70,道外,简装,90.0,是,否,32
板楼,南,先锋路商圈,7,报达文化商住小区,102102937743,2室1厅,39,道外,简装,53.0,否,否,7
板楼,西东,哈东站商圈,18,梧桐郡,102103088615,2室1厅,76.8,道外,精装,75.0,否,否,18
板楼,南,景阳商城南极市场,30,南极国际,102103474763,2室1厅,110,道外,精装,74.0,否,否,30
板楼,东西,太平商圈,6,松乐家园,102103619822,2室1厅,27.8,道外,简装,52.0,是,否,6
板楼,东西,太平商圈,8,红河一街区,102103330260,2室1厅,62.8,道外,简装,75.0,是,否,8
板楼,南,靖宇公园,7,东北新街,102103655667,1室1厅,21.6,道外,简装,32.0,否,否,7
板楼,南,太平商圈,7,黎华小区,102102823391,2室1厅,42,道外,简装,65.0,是,否,7
板楼,西南,玛克威,8,沿江小区,102103593043,2室1厅,37.6,道外,简装,49.0,否,否,8
板楼,南北,景阳商城南极市场,8,南极街,102103434831,1室1厅,22,道外,简装,43.0,否,否,8
板楼,南,太平商圈,8,红河一街区,102102555495,2室1厅,47.8,道外,简装,52.0,是,否,8
板楼,南,太平商圈,8,沃华水岸,102102251189,2室1厅,30.8,道外,简装,57.0,是,否,8
板楼,南,先锋路商圈,32,尚东辉煌城,102103343858,1室1厅,55,道外,精装,66.0,否,否,32
板楼,西南,靖宇公园,28,滨港水岸逸江湾,102103330135,2室1厅,85,道外,毛坯,96.0,否,否,28
板楼,东,阿拉伯广场,8,振国小区,102101586819,2室1厅,49.8,道外,简装,74.0,否,否,8
板楼,南,先锋路商圈,7,防腐厂家属楼,102102898019,1室1厅,25.5,道外,简装,40.0,否,否,7
板楼,东,阿拉伯广场,8,正阳北小区,102103375903,1室0厅,22.8,道外,简装,35.0,否,否,8
板楼,西,哈东站商圈,7,桦树小区B区,102102957841,1室1厅,24.8,道外,简装,36.0,是,否,7
板楼,西,太平商圈,8,红河七街区,102103621962,1室1厅,24.5,道外,简装,40.0,是,否,8
板塔结合,西南,太平商圈,12,沃华水岸,102102875885,1室1厅,57,道外,精装,58.0,是,否,12
板楼,南西,景阳商城南极市场,8,南坎小区,102103560384,2室1厅,39.7,道外,精装,48.0,是,否,8
板塔结合,南北,先锋路商圈,7,红旗小区（淮河路）,102103773935,1室1厅,69.8,道外,精装,69.0,否,否,7
板楼,西北,玛克威,45,方远滨江国际B区,102103422151,1室1厅,79.8,道外,毛坯,59.0,否,否,45
板楼,南北,哈东站商圈,7,三棵树十字商业街,102103268422,2室1厅,33.8,道外,毛坯,53.0,是,否,7
板楼,西,靖宇公园,7,东北新街,102103437735,2室1厅,26.6,道外,简装,45.0,否,否,7
板塔结合,西北,太平商圈,45,桦树家园二期,102103909685,2室1厅,96,道外,毛坯,96.0,是,否,45
板楼,东西,哈东站商圈,7,桦树小区南区,102103751769,2室1厅,45,道外,简装,76.0,是,否,7
板楼,西,南十四道街商圈,8,南七道街,102103012218,1室1厅,30.5,道外,简装,34.0,否,否,8
板楼,南,玛克威,8,仁里街,102102543723,2室1厅,65,道外,简装,99.0,否,否,8
板楼,西,哈东站商圈,6,三棵树十字商业街,102102122169,1室0厅,23,道外,简装,31.0,是,否,6
板楼,东西北,先锋路商圈,7,东铁花园,102101077973,2室1厅,61.8,道外,精装,77.0,否,否,7
板楼,西,太平商圈,7,维也纳河畔新城,102103907525,1室1厅,49,道外,毛坯,56.0,是,否,7
板楼,南北,先锋路商圈,7,报达文化商住小区,102103461340,2室1厅,95,道外,简装,102.0,否,否,7
板楼,西,南十四道街商圈,8,南九道街,102103050799,2室1厅,30.8,道外,精装,49.0,否,否,8
板楼,南北,太平商圈,7,绿化小区,102102927844,2室1厅,68.8,道外,精装,73.0,是,否,7
板楼,南北,先锋路商圈,7,红升名都,102102857229,2室1厅,40,道外,简装,101.0,否,否,7
板楼,西北,南十四道街商圈,8,南九道街,102103546538,2室1厅,25.5,道外,简装,64.0,否,否,8
板楼,东,玛克威,7,滨江凤凰城,102103365572,2室1厅,55,道外,简装,52.0,否,否,7
板楼,西,太平商圈,7,红河五街区,102103071930,2室1厅,31.5,道外,简装,52.0,是,否,7
板楼,东,南十四道街商圈,8,太莱街,102102495574,2室1厅,26,道外,简装,45.0,否,否,8
板楼,北南,先锋路商圈,7,红旗小区（淮河路）,102103026719,2室1厅,28,道外,简装,52.0,否,否,7
板楼,南北,哈东站商圈,33,悦城231,102102885194,2室1厅,52,道外,毛坯,78.0,否,否,33
板楼,东,哈东站商圈,34,地铁家园,102103758518,2室1厅,38,道外,简装,64.0,否,否,34
板楼,东南,太平商圈,7,维也纳河畔新城,102102915745,2室1厅,52,道外,精装,60.0,是,否,7
板楼,东西,太平商圈,8,太平小区,102103939311,2室1厅,68.8,道外,简装,83.0,是,否,8
板塔结合,东北,靖宇公园,28,东升江郡,102101014008,2室1厅,82.8,道外,毛坯,90.0,否,否,28
板楼,东北,玛克威,7,荟芳里小区,102102639481,2室1厅,26,道外,精装,42.0,否,否,7
板塔结合,东西,先锋路商圈,7,昆仑小区,102101201440,2室1厅,27,道外,简装,49.0,否,否,7
板楼,南北,阿拉伯广场,7,宁安街,102103115438,2室1厅,64.8,道外,简装,90.0,否,否,7
板楼,西南,靖宇公园,29,滨港水岸逸江湾,102101937285,1室1厅,71.8,道外,精装,61.0,否,否,29
板楼,西,玛克威,7,滨江凤凰城,102103310967,2室1厅,34.2,道外,简装,53.0,否,否,7
板楼,南北,先锋路商圈,6,长安城,102102708705,2室1厅,86,道外,精装,105.0,否,否,6
板楼,南西,哈东站商圈,6,哈东新区,102103566022,2室1厅,31,道外,其他,58.0,否,否,6
板塔结合,南北,先锋路商圈,7,长安城,102102600834,2室1厅,86,道外,简装,108.0,否,否,7
板楼,西,先锋路商圈,7,长安城,102102561945,1室0厅,32,道外,简装,38.0,否,否,7
板楼,南西,景阳商城南极市场,8,南坎小区,102103560384,2室1厅,39.7,道外,精装,48.0,是,否,8
板塔结合,西南,太平商圈,12,沃华水岸,102102875885,1室1厅,57,道外,精装,58.0,是,否,12
板楼,东西,太平商圈,8,红河一街区,102103330260,2室1厅,62.8,道外,简装,75.0,是,否,8
板楼,西,先锋路商圈,32,生活汇,102102304348,2室1厅,55,道外,简装,53.0,是,否,32
板楼,南,靖宇公园,7,东北新街,102103655667,1室1厅,21.6,道外,简装,32.0,否,否,7
板塔结合,南北,先锋路商圈,7,红旗小区（淮河路）,102103773935,1室1厅,69.8,道外,精装,69.0,否,否,7
板楼,东西,太平商圈,6,松乐家园,102103619822,2室1厅,27.8,道外,简装,52.0,是,否,6
板楼,南,太平商圈,8,红河一街区,102102555495,2室1厅,47.8,道外,简装,52.0,是,否,8
板塔结合,西北,靖宇公园,7,振江小区,102103784288,1室0厅,30,道外,简装,40.0,否,否,7
板楼,南,玛克威,25,滨江新城好民居,102103609234,1室1厅,68,道外,简装,72.0,否,否,25
板楼,南,太平商圈,7,馨美家园,102103581169,2室1厅,66,道外,简装,66.0,否,否,7
板楼,南北,玛克威,25,滨江新城好民居,102103857883,2室1厅,143,道外,毛坯,116.0,否,否,25
板楼,西北,阿拉伯广场,7,长春街,102103077505,1室1厅,21,道外,简装,31.0,否,否,7
板楼,西,玛克威,8,集良小区,102102938291,1室1厅,25.8,道外,简装,31.0,否,否,8
板塔结合,西南,先锋路商圈,32,海都华庭,102103548595,2室1厅,88,道外,简装,85.0,否,否,32
板楼,南北,哈东站商圈,7,南棵小区,102103403771,2室1厅,32,道外,简装,60.0,否,否,7
板楼,南北,哈东站商圈,6,龙江小区,102103180482,1室0厅,21.6,道外,简装,40.0,否,否,6
板楼,东西,先锋路商圈,7,长安城,102101046900,2室1厅,22.8,道外,简装,44.0,否,否,7
板塔结合,东西,太平商圈,6,蓝筹七彩阳光小区,102103033036,2室1厅,77,道外,简装,74.0,是,否,6
板楼,西,玛克威,8,沿江小区,102103278494,2室1厅,28,道外,简装,45.0,否,否,8
板楼,东,玛克威,8,尚朴街,102102563573,1室1厅,31.2,道外,精装,38.0,否,否,8
板楼,南北,南岗会展商圈,7,拉林新村,102102561457,2室1厅,70,道外,简装,86.0,否,否,7
板楼,东西,承德广场,7,祥泰花园A区,102103432159,2室1厅,41.8,道外,简装,51.0,否,否,7
板楼,南北,先锋路商圈,7,嵩山小区,102101408699,2室0厅,27.8,道外,简装,42.0,否,否,7
板楼,东西,阿拉伯广场,6,南八道街,102103794684,2室0厅,32.8,道外,精装,39.0,否,否,6
板楼,南北,先锋路商圈,8,红平小区,102103607064,2室1厅,31,道外,其他,55.0,否,否,8
板楼,西南,玛克威,8,滨江凤凰城,102100827844,2室1厅,60,道外,精装,63.0,否,否,8
板塔结合,西南,先锋路商圈,8,红旗小区（淮河路）,102102463266,2室1厅,46,道外,简装,62.0,否,否,8
板楼,西,南十四道街商圈,8,德胜街,102103423116,1室1厅,22.5,道外,简装,35.0,否,否,8
板楼,西北,靖宇公园,18,青年城邦小区,102101676980,1室1厅,95,道外,毛坯,67.0,否,否,18
板楼,南,靖宇公园,32,青年城邦小区,102103895325,1室1厅,95,道外,毛坯,76.0,否,否,32
板楼,南,玛克威,8,竹林小区,102102563749,2室1厅,59.8,道外,简装,72.0,否,否,8
板楼,东,南十四道街商圈,8,南七道街,102102567795,1室1厅,19.9,道外,简装,31.0,否,否,8
板楼,东,太平商圈,8,育英小区,102103893957,2室1厅,45,道外,简装,48.0,是,否,8
板楼,西,玛克威,8,中和胡同,102101145592,1室1厅,21,道外,毛坯,30.0,否,否,8
板楼,东西,太平商圈,8,宏南小区,102102766958,2室1厅,32,道外,简装,59.0,是,否,8
板楼,东,南十四道街商圈,7,东南阳巷,102103681609,2室1厅,39.8,道外,简装,56.0,否,否,7
板楼,南北,太平商圈,8,宏南小区,102102914725,2室1厅,50,道外,简装,65.0,是,否,8
板楼,南北,先锋路商圈,6,嵩山小区,102103737337,3室2厅,330,道外,其他,308.0,否,否,6
板塔结合,南北,兆麟校,30,景江名苑,102102440121,3室2厅,450,道外,其他,184.0,否,否,30
板楼,东西,承德广场,7,南和街,102103657750,2室1厅,110,道外,其他,140.0,否,否,7
板楼,南北西,承德广场,7,祥泰花园A区,102103104099,3室1厅,130,道外,其他,154.0,否,否,7
板楼,南北,太平商圈,18,上和城,102100750128,2室1厅,127,道外,精装,120.0,是,否,18
板楼,南北,兆麟校,35,宝宇天邑澜湾,102103665885,4室2厅,580,道外,其他,231.0,否,否,35
板楼,南北,南岗会展商圈,7,泰山小区,102103476159,4室2厅,130,道外,简装,211.0,否,否,7
板楼,南北,南岗会展商圈,20,金色莱茵,102102299051,3室2厅,235,道外,精装,198.0,否,否,20
板楼,北南,南岗会展商圈,8,闽江小区,102103787614,3室2厅,220,道外,其他,217.0,否,否,8
板楼,南北,阿拉伯广场,6,黑航住宅小区东区,102103464190,4室2厅,140,道外,精装,167.0,否,否,6
板楼,东西,先锋路商圈,6,红河八街区,102103317149,3室2厅,128,道外,其他,246.0,否,否,6
板楼,南北,南岗会展商圈,7,泰山小区,102103711936,4室2厅,130,道外,其他,198.0,否,否,7
板楼,南北,南岗会展商圈,32,悦山国际一期,102102867369,1室1厅,750,道外,其他,396.0,否,否,32
板塔结合,南北,南马校,32,宝宇荣耀上城,102102267742,3室2厅,262,道外,精装,160.0,否,否,32
板楼,南北,南马校,15,南马公寓,102103562656,4室2厅,210,道外,其他,300.0,否,否,15
板楼,西,先锋路商圈,7,长安城,102101603920,1室0厅,30,道外,精装,40.0,否,否,7
板楼,东,先锋路商圈,24,尚东辉煌城,102103343939,1室1厅,43,道外,毛坯,40.0,否,否,24
板楼,南北,太平商圈,7,维也纳河畔新城,102103605748,2室1厅,69.7,道外,精装,76.0,否,否,7
板楼,西,玛克威,8,集良街,102103918232,1室1厅,18,道外,简装,32.0,否,否,8
板楼,南北,先锋路商圈,8,红旗小区（淮河路）,102103380077,2室1厅,35,道外,简装,57.0,否,否,8
板楼,南北,先锋路商圈,7,阳光丽都,102103608730,2室1厅,74,道外,毛坯,94.0,否,否,7
板楼,南,船舶军工,8,大方里小区,102102921156,2室1厅,34,道外,简装,45.0,否,否,8
板楼,东南西南,阿拉伯广场,8,南十道街,102103430331,2室1厅,26,道外,简装,50.0,否,否,8
板楼,南北,先锋路商圈,7,药六嘉园,102102563394,2室1厅,138,道外,简装,103.0,否,否,7
板塔结合,东西,先锋路商圈,8,红旗小区（淮河路）,102102560742,2室1厅,46,道外,简装,76.0,否,否,8
板楼,南北,先锋路商圈,7,昆仑小区,102103780802,1室1厅,59.7,道外,简装,75.0,否,否,7
板塔结合,西北,靖宇公园,7,振江小区,102103784288,1室0厅,30,道外,简装,40.0,否,否,7
板楼,东西,先锋路商圈,7,进步小区,102102820588,1室1厅,24,道外,简装,43.0,否,否,7
板楼,南,太平商圈,8,宏伟路,102102163817,2室1厅,37,道外,简装,52.0,是,否,8
板楼,南北,玛克威,5,富锦街,102102581063,2室1厅,43,道外,简装,58.0,否,否,5
板楼,南北,太平商圈,7,红河五街区,102102208895,3室1厅,80,道外,精装,122.0,是,否,7
板楼,南北,玛克威,7,轩辕小区,102102547396,3室1厅,120,道外,其他,158.0,否,否,7
板楼,南北,船舶军工,12,大方里小区,102103605983,7室3厅,188,道外,其他,285.0,否,否,12
板楼,南北,南岗会展商圈,7,泰山小区,102102212266,6室3厅,149.8,道外,简装,195.0,否,否,7
板楼,南北,景阳商城南极市场,8,肉联小区,102103798771,4室2厅,269,道外,其他,300.0,否,否,8
板楼,南北,靖宇公园,6,江尚逸品,102102604652,3室2厅,91.8,道外,其他,138.0,否,否,6
板楼,西南,阿拉伯广场,8,长兴街,102101644919,3室1厅,90,道外,简装,137.0,否,否,8
板楼,南北,哈东站商圈,13,橄榄城,102103707307,4室2厅,240,道外,其他,185.0,是,否,13
板楼,南北,玛克威,7,轩辕小区,102102232873,3室1厅,130,道外,精装,168.0,否,否,7
板塔结合,东西,先锋路商圈,8,宇轩花园一期,102102111147,3室1厅,84,道外,精装,141.0,否,否,8
板楼,南北,南岗会展商圈,20,金色莱茵,102102212481,3室2厅,248,道外,精装,155.0,否,否,20
板楼,南北,南岗会展商圈,8,闽江小区,102102239285,4室2厅,210,道外,精装,208.0,否,否,8
板楼,南北,兆麟校,33,东升江畔,102103201032,3室2厅,329.5,道外,其他,189.0,否,否,33
板塔结合,南北西,兆麟校,33,东升江畔,102103890023,3室2厅,404,道外,其他,202.0,否,否,33
板楼,南北,南马校,16,中财雅典城,102102870466,3室1厅,155,道外,其他,136.0,否,否,16
板楼,南北,景阳商圈,25,太古时代广场,102103713617,2室1厅,170,道外,其他,135.0,否,否,25
板塔结合,南北,南马校,32,宝宇荣耀上城,102103334628,3室2厅,279,道外,精装,160.0,否,否,32
板楼,北南,南马校,18,中财雅典城,102103360599,3室2厅,173,道外,其他,144.0,否,否,18
板楼,南北,南马校,8,南马小区,102103388232,3室2厅,112,道外,简装,174.0,否,否,8
板楼,南北,兆麟校,43,宝宇天邑澜湾,102103916990,3室2厅,390,道外,其他,202.0,否,否,43
板楼,南,南马校,6,景阳街,102103296829,6室1厅,300,道外,其他,290.0,是,否,6
板楼,南北,玛克威,18,滨江新城好民居,102103573012,3室2厅,186,道外,其他,163.0,否,否,18
板楼,西南,兆麟校,39,宝宇天邑澜山,102103126880,3室2厅,219,道外,其他,112.0,否,否,39
板塔结合,南北,南岗会展商圈,26,冬奥村·二期,102102211932,4室2厅,350,道外,精装,258.0,否,否,26
板楼,南北,南岗会展商圈,8,泰山小区,102102304345,3室1厅,240,道外,精装,225.0,否,否,8
板楼,南北,先锋路商圈,6,嵩山小区,102103737337,3室2厅,330,道外,其他,308.0,否,否,6
板塔结合,南北,兆麟校,30,景江名苑,102102440121,3室2厅,450,道外,其他,184.0,否,否,30
板楼,东西,承德广场,7,南和街,102103657750,2室1厅,110,道外,其他,140.0,否,否,7
板楼,南北,南岗会展商圈,7,泰鑫国典,102102228461,5室3厅,218,道外,精装,210.0,否,否,7
板楼,南北,太平商圈,18,上和城,102100750128,2室1厅,127,道外,精装,120.0,是,否,18
板楼,西,阿拉伯广场,8,巨兴街,102102027533,2室1厅,42,道外,简装,47.0,否,否,8
板楼,东南西,兆麟校,33,东升江畔,102103250177,3室2厅,350,道外,简装,184.0,否,否,33
板楼,南,景阳商城南极市场,8,南极街,102102151848,2室1厅,41.8,道外,简装,72.0,否,否,8
板楼,西,南十四道街商圈,7,北兴教育园,102103936840,2室1厅,79.5,道外,简装,68.0,否,否,7
板楼,南北,哈东站商圈,7,建兴小区,102101075033,2室1厅,58,道外,精装,88.0,是,否,7
板塔结合,南北,玛克威,8,兴业小区(道外区),102102043609,3室1厅,72,道外,简装,113.0,否,否,8
板塔结合,南北,南岗会展商圈,35,华鸿国际,102102875825,3室1厅,235,道外,其他,171.0,否,否,35
板楼,南北,玛克威,7,轩辕小区,102101947803,2室1厅,59,道外,精装,67.0,否,否,7
板楼,东西,哈东站商圈,34,地铁家园,102102124007,3室1厅,75,道外,简装,95.0,否,否,34
板楼,东西,太古商圈,8,同记小区,102101750070,2室1厅,45,道外,简装,110.0,否,否,8
板楼,东西,承德广场,7,南和街,102103137618,2室1厅,135,道外,简装,154.0,否,否,7
板楼,南北,南岗会展商圈,20,金色莱茵,102103470731,3室1厅,230,道外,其他,147.0,否,否,20
板楼,南北,先锋路商圈,7,红河教育小区,102102898241,3室1厅,62.6,道外,其他,94.0,否,否,7
板楼,南北,承德广场,7,草市街,102103121646,3室1厅,56,道外,简装,78.0,否,否,7
板楼,东南,玛克威,7,轩辕小区,102103971399,2室1厅,45.8,道外,简装,58.0,否,否,7
板楼,南北,阿拉伯广场,7,台胞小区,102102183275,2室1厅,67,道外,简装,110.0,否,否,7
板楼,南北,南岗会展商圈,26,华轩美景,102102301031,2室1厅,158,道外,精装,125.0,否,否,26
塔楼,西北,南岗会展商圈,22,龙悦大厦,102102561379,3室1厅,238,道外,其他,161.0,否,否,22
